GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of Parametric algorithm
Start time: Tue Aug 31 12:42:07 CEST 2021

Main Iterations


Simulation Number	Main Iteration	Step Number	f(x)	settings.V_PV_init	settings.heart_R_vlv	settings.heart_R_LA	settings.heart_vntr_D_0	settings.heart_vntr_D_0_maxAct	settings.heart_vntr_D_A	settings.heart_vntr_D_A_maxAct	settings.heart_vntr_TS	settings.heart_vntr_TS_maxAct	settings.heart_vntr_TR	settings.heart_vntr_TR_maxAct	settings.heart_vntr_Tact	settings.heart_atr_D_0	settings.heart_atr_D_A	settings.heart_atr_TS	settings.heart_atr_TR	settings.heart_vntr_xi_Vw	settings.heart_vntr_xi_AmRef	settings.heart_vntr_k_passive	settings.heart_vntr_Lsref	settings.heart_vntr_L0	settings.heart_vntr_SLcollagen	settings.heart_vntr_SLrest	settings.heart_vntr_PConcollagen	settings.heart_vntr_PExpcollagen	settings.syst_art_k_E	settings.eta_vc	settings.syst_tissues_hydrostaticLevel_correction	settings.syst_TPR	settings.syst_TR_frac	settings.chi_phi	settings.tissues_chi_Ra	settings.tissues_chi_Rv	settings.tissues_chi_C	settings.pulm_C_PV	settings.pulm_C_PA	settings.pulm_P_PV_nom	settings.pulm_R	heartComponent.tricuspidValve.chatteringProtectionTime	heartComponent.tricuspidValve._Goff	heartComponent.pulmonaryValve.chatteringProtectionTime	heartComponent.pulmonaryValve._Goff	heartComponent.pulmonaryValve.Pmax	heartComponent.pulmonaryValve.tau	heartComponent.pulmonaryValve.epsTime	heartComponent.mitralValve.chatteringProtectionTime	heartComponent.mitralValve._Goff	heartComponent.aorticValve.chatteringProtectionTime	heartComponent.aorticValve._Goff	heartComponent.ventricles.LV_wall.LSEiso	heartComponent.ventricles.LV_wall.contractilityFraction	heartComponent.ventricles.LV_wall.vmax	heartComponent.ventricles.SEP_wall.LSEiso	heartComponent.ventricles.SEP_wall.contractilityFraction	heartComponent.ventricles.SEP_wall.vmax	heartComponent.ventricles.RV_wall.LSEiso	heartComponent.ventricles.RV_wall.contractilityFraction	heartComponent.ventricles.RV_wall.vmax	heartComponent.ventricles.V_min	heartComponent.ventricles.eps	heartComponent.ra.contractilityFraction	heartComponent.ra.V0_col	heartComponent.ra.s	heartComponent.la.contractilityFraction	heartComponent.la.V0_col	heartComponent.la.s	heartComponent.pericardium.V0	heartComponent.pericardium.s	heartComponent.valveInertia_aortic.volumeFlow_start	heartComponent.valveInertia_aortic.l	heartComponent.valveInertia_aortic.A_ind	heartComponent.valveInertia_Mitral.volumeFlow_start	heartComponent.valveInertia_Mitral.l	heartComponent.valveInertia_Mitral.A_ind	heartComponent.valveInertia_pulmonary.volumeFlow_start	heartComponent.valveInertia_pulmonary.l	heartComponent.valveInertia_pulmonary.A_ind	pulmonaryTriSeg.r_pa.Resistance	pulmonaryTriSeg.c_pa.volume_start	pulmonaryTriSeg.c_pa.Compliance	pulmonaryTriSeg.c_pv.Compliance	pulmonaryTriSeg.phi_factor.eta	pulmonaryTriSeg.R_pv_visc.Resistance	pulmonaryTriSeg.normalization.NormalValue	pulmonaryTriSeg.conductance0.k	systemic_TriSeg._C_SV	systemic_TriSeg._R_Ao	systemic_TriSeg._R_SA	systemic_TriSeg._R_tAo	systemic_TriSeg._R_tSA	systemic_TriSeg.inverseProportionalFactor.scalingFactor	sigma_act0	pulmonaryR_factor	venoconstrictionFactor	vasodilatationFactor	exercise1.startTime	midExerciseLevel
137	137	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.285	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
138	138	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.315	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
139	139	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.0095	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
140	140	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.0105	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
141	141	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	1.9E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
142	142	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.1E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
143	143	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.285	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
144	144	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.315	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
145	145	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.0095	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
146	146	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.0105	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
147	147	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.034999999999999E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
148	148	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.565E-4	0.3	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
149	149	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.285	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
150	150	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.315	0.01	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
151	151	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.0095	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
152	152	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.0105	2.6E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
153	153	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.47E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
154	154	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.73E-4	6666119.37075	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
155	155	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6332813.4022125	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
156	156	1	132.0586541956829	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6999425.3392875	3.5000000000000004E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
157	157	1	132.41874290177273	1.47344E-4	772351.5	1600243.0	16.5576	0.001225	1921.97	5059.38	0.3220313	0.06555525	0.4434375	0.1128519	0.08	2.9165E7	4.626403E7	0.08	0.263125	0.8130081300813008	1.0	5.0	1.9	1.6	2.0875	1.51	26.42812	2.48125	0.5746707	0.2101054	1.0	1.287333E8	5.22771	1.0	24.8125	13.84375	-0.03125	3.194206E-7	1.635189E-8	1333.22387415	4244419.0	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	39996.0	0.001	0.001	0.01	1.2501026264093998E-12	0.01	1.2501026264093998E-12	0.04	1.0	7.0	0.04	1.0	7.0	0.04	1.0	7.0	4.9999999999999996E-6	1.0E-6	1.0	1.0E-4	10.0	1.0	1.0E-4	10.0	8.0E-4	10.0	0.3	0.01	2.0E-4	0.3	0.01	5.3E-4	0.3	0.01	2.6E-4	6666119.37075	3.325E-5	1.934298E-10	1.8751539396141E-7	1.0	1.0	1.0	1.0	350.0	0.01	1.015	0.002	0.05	3.0	720.0	0.809375	3.887497	1.85625	45.0	0.2	Function evaluation successful.
